Company,Article Title,Article Link
APC,Anadarko Petroleum (APC) Q4 2017 Earnings Conference Call Transcript,https://www.fool.com/earnings/call-transcripts/2018/02/12/anadarko-petroleum-apc-q4-2017-earnings-conference.aspx
APC,Oil Stocks: 3 Bold Predictions for 2018,https://www.fool.com/investing/2018/02/04/oil-stocks-3-bold-predictions-for-2018.aspx
APC,3 Top Stocks That Aren't on Wall Street's Radar,https://www.fool.com/investing/2018/02/03/3-top-stocks-that-arent-on-wall-streets-radar.aspx
APC,1 Oil Stock to Consider Buying Before January Ends,https://www.fool.com/investing/2018/01/24/1-oil-stock-to-consider-buying-before-january-ends.aspx
APC,Shale Production Is About to Make a Big Comeback -- Are Oil Prices in Trouble?,https://www.fool.com/investing/2018/01/17/shale-production-is-about-to-make-a-big-comeback-a.aspx
APC,Oil Prices: Is It Really All Downhill From Here?,https://www.fool.com/investing/2018/01/04/oil-prices-is-it-really-all-downhill-from-here.aspx
APC,Crude Oil Prices Went on a Wild Ride in 2017,https://www.fool.com/investing/2017/12/16/crude-oil-prices-went-on-a-wild-ride-in-2017.aspx
APC,3 Embarrassingly Low Dividend Stocks,https://www.fool.com/investing/2017/12/06/3-embarrassingly-low-dividend-stocks.aspx
APA,3 Top Oil Stocks to Buy Now,https://www.fool.com/investing/2019/02/04/3-top-oil-stocks-to-buy-now.aspx
APA,"Wall Street Has Given Up on These 3 Stocks, and That's a Huge Mistake",https://www.fool.com/investing/2019/02/02/wall-street-has-given-up-on-these-3-stocks-and-tha.aspx
APA,3 Top Oil Stocks to Buy in January,https://www.fool.com/investing/2019/01/19/3-top-oil-stocks-to-buy-in-january.aspx
APA,3 Stocks to Watch in January,https://www.fool.com/investing/2019/01/15/3-stocks-to-watch-in-january.aspx
APA,Put This High-Octane Growth Stock on Your Watch List,https://www.fool.com/investing/2018/12/10/put-this-high-octane-growth-stock-on-your-watch-li.aspx
APA,Why Shares of Apache Corporation (APA) Fell More Than 20% in October,https://www.fool.com/investing/2018/11/09/why-shares-of-apache-corporation-fell-more-than-20.aspx
APA,Apache Corporation (APA) Turns in Solid Q3 Earnings. Will the Market React?,https://www.fool.com/investing/2018/11/06/apache-corporation-apa-turns-in-solid-q3-earnings.aspx
APA,Apache Corp (APA) Q3 2018 Earnings Conference Call Transcript,https://www.fool.com/earnings/call-transcripts/2018/11/01/apache-corp-apa-q3-2018-earnings-conference-call-t.aspx
APA,3 Top Oil Stocks to Buy in October,https://www.fool.com/investing/2018/10/20/3-top-oil-stocks-to-buy-in-october.aspx
APA,3 Stocks That Are Absurdly Cheap Right Now,https://www.fool.com/investing/2018/09/24/3-stocks-that-are-absurdly-cheap-right-now.aspx
APA,Why Is No One Talking About Apache Corp. Stock?,https://www.fool.com/investing/2018/09/16/why-is-no-one-talking-about-apache-corp-stock.aspx
APA,3 Stocks That Could Make You Rich,https://www.fool.com/investing/2018/09/10/3-stocks-that-could-make-you-rich.aspx
APA,These Oil Stocks Just Cashed in on the Permian Basin Pipeline Craze,https://www.fool.com/investing/2018/08/09/these-oil-stocks-just-cashed-in-on-the-permian-bas.aspx
APA,Ignore General Electric: Here Are 3 Better Stocks,https://www.fool.com/investing/2018/08/01/ignore-general-electric-here-are-3-better-stocks.aspx
APA,3 Top Oil Stocks to Buy Now,https://www.fool.com/investing/2018/07/31/3-top-oil-stocks-to-buy-in-july.aspx
APA,Is Apache Corp. (APA) a Buy?,https://www.fool.com/investing/2018/07/17/is-apache-corp-apa-a-buy.aspx
APA,3 No-Brainer Stocks to Buy in Oil and Gas,https://www.fool.com/investing/2018/06/29/3-no-brainer-stocks-to-buy-in-oil-and-gas.aspx
APA,Why Oil Stocks Could Have Much Further to Run,https://www.fool.com/investing/2018/06/17/why-oil-stocks-could-have-much-further-to-run.aspx
APA,2 Oil & Gas Stocks With Compelling Catalysts on the Horizon,https://www.fool.com/investing/2018/06/14/2-oil-gas-stocks-with-compelling-catalysts-to-keep.aspx
APA,3 Incredibly Cheap Oil and Gas Stocks,https://www.fool.com/investing/2018/06/11/3-incredibly-cheap-oil-and-gas-stocks.aspx
APA,This Oil Stock Is Quietly Creating Hidden Value,https://www.fool.com/investing/2018/05/29/this-oil-stock-is-quietly-creating-hidden-value.aspx
APA,4 Stocks That Could Be Massive Winners at $100 Oil,https://www.fool.com/investing/2018/05/23/4-stocks-that-could-be-massive-winners-at-100-oil.aspx
APA,3 Embarrassingly Cheap Dividend Stocks,https://www.fool.com/investing/2018/05/21/3-embarrassingly-cheap-dividend-stocks.aspx
APA,3 Bargain Stocks You Can Buy Today,https://www.fool.com/investing/2018/04/25/3-bargain-stocks-you-can-buy-today.aspx
APA,Is Apache Corp. a Buy?,https://www.fool.com/investing/2018/03/19/is-apache-corp-a-buy.aspx
COP,These 2 Oil Stocks Are Built to Survive Bear Markets,https://www.fool.com/investing/2019/02/03/these-2-oil-stocks-are-built-to-survive-bear-marke.aspx
COP,How ConocoPhillips Plans to Repeat Its Success in 2019,https://www.fool.com/investing/2019/02/02/how-conocophillips-plans-to-repeat-its-success-in.aspx
COP,ConocoPhillips Co (COP) Q4 2018 Earnings Conference Call Transcript,https://www.fool.com/earnings/call-transcripts/2019/01/31/conocophillips-co-cop-q4-2018-earnings-conference.aspx
COP,Crashing Crude Prices Were No Match for ConocoPhillips in Q4,https://www.fool.com/investing/2019/01/31/crashing-crude-prices-were-no-match-for-conocophil.aspx
COP,What to Watch When ConocoPhillips Reports Q4 Results,https://www.fool.com/investing/2019/01/30/what-to-watch-when-conocophillips-reports-q4-resul.aspx
COP,Oil Producers Are Finding Growth at All Costs Too Costly,https://www.fool.com/investing/2019/01/26/oil-producers-are-finding-growth-at-all-costs-too.aspx
COP,Why ConocoPhillips Stock Rose More Than 10% in 2018,https://www.fool.com/investing/2019/01/11/why-conocophillips-stock-rose-more-than-10-in-2018.aspx
COP,Oil Prices: Crude Oil Is Quietly Having Its Longest Winning Streak in Nearly a Decade,https://www.fool.com/investing/2019/01/11/oil-prices-crude-oil-is-quietly-having-its-longest.aspx
COP,This Oil Stock Gave Its Investors Reason to Cheer in 2018,https://www.fool.com/investing/2019/01/07/this-oil-stock-gave-its-investors-reason-to-cheer.aspx
COP,2018: Oil and Gas Stocks Year in Review,https://www.fool.com/investing/2018/12/29/2018-oil-and-gas-stocks-year-in-review.aspx
COP,Oil Stocks: What I Got Right (and Wrong) About the Oil Market in 2018,https://www.fool.com/investing/2018/12/27/oil-stocks-what-i-got-right-and-wrong-about-the-oi.aspx
COP,Here's What Investors Can Expect From Oil Prices in 2019,https://www.fool.com/investing/2018/12/15/heres-what-investors-can-expect-from-oil-prices-in.aspx
COP,This Oil Stock Has a Plan to Prosper in 2019,https://www.fool.com/investing/2018/12/10/this-oil-stock-has-a-plan-to-prosper-in-2019.aspx
COP,"Forget ConocoPhillips, ExxonMobil Corporation Is a Better Dividend Stock",https://www.fool.com/investing/2018/12/10/forget-conocophillips-exxonmobil-corporation-is-a.aspx
COP,5 Oil Stocks That Aren't Afraid of Sub-$50 Oil,https://www.fool.com/investing/2018/11/29/5-oil-stocks-that-arent-afraid-of-sub-50-oil.aspx
COP,3 Stocks That Have Doubled and Still Have Room to Grow,https://www.fool.com/investing/2018/11/27/3-stocks-that-have-doubled-and-still-have-room-to.aspx
COP,These Are the Biggest Oil Producers in the United States,https://www.fool.com/investing/2018/11/24/the-biggest-oil-producers-in-the-united-states.aspx
COP,Better Buy: Albemarle Corporation vs. ConocoPhillips,https://www.fool.com/investing/2018/11/16/better-buy-albemarle-corporation-vs-conocophillips.aspx
COP,OPEC to the Oil Market: We Told You So,https://www.fool.com/investing/2018/11/12/opec-to-the-oil-market-we-told-you-so.aspx
COP,3 Top Energy Stocks to Buy in November,https://www.fool.com/investing/2018/11/12/3-top-energy-stocks-to-buy-in-november.aspx
COP,Forget ConocoPhillips: Here Are 2 Better Dividend Stocks,https://www.fool.com/investing/2018/11/11/forget-conocophillips-here-are-2-better-dividend-s.aspx
COP,Dividends Are Making a Comeback in the Oil Patch,https://www.fool.com/investing/2018/11/04/dividends-are-making-a-comeback-in-the-oil-patch.aspx
COP,ExxonMobil: A $20 Billion Reason to Buy,https://www.fool.com/investing/2018/11/04/exxonmobil-a-20-billion-reason-to-buy.aspx
COP,The 1 Thing the Market Missed About ConocoPhillips' (COP) Q3 Earnings,https://www.fool.com/investing/2018/11/02/the-1-thing-the-market-missed-about-conocophillips.aspx
COP,1 Jaw-Dropping Quote From ConocoPhillips' CEO,https://www.fool.com/investing/2018/10/29/1-jaw-dropping-quote-from-conocophillips-ceo.aspx
PXD,3 Excellent Numbers From Pioneer Natural Resources' Q4 Report,https://www.fool.com/investing/2019/02/15/3-excellent-numbers-from-pioneer-natural-resources.aspx
PXD,Pioneer Natural Resources Company (PXD) Q4 2018 Earnings Conference Call Transcript,https://www.fool.com/earnings/call-transcripts/2019/02/14/pioneer-natural-resources-company-pxd-q4-2018-earn.aspx
PXD,This Oil Stock Is Rewarding Its Investors With a $2 Billion Payday,https://www.fool.com/investing/2018/12/14/this-oil-stock-is-rewarding-its-investors-with-a-2.aspx
PXD,This Energy Stock's Bold Claim Shows It's Ready to Dominate Its Industry,https://www.fool.com/investing/2018/11/30/this-energy-stocks-bold-claim-shows-its-ready-to-d.aspx
PXD,These Are the Biggest Oil Producers in the United States,https://www.fool.com/investing/2018/11/24/the-biggest-oil-producers-in-the-united-states.aspx
PXD,Pioneer Natural Resources Company (PXD) Q3 2018 Earnings Conference Call Transcript,https://www.fool.com/earnings/call-transcripts/2018/11/07/pioneer-natural-resources-company-pxd-q3-2018-earn.aspx
PXD,This Oil Stock Delivered a Profit Gusher in Q3,https://www.fool.com/investing/2018/11/07/this-oil-stock-delivered-a-profit-gusher-in-q3.aspx
PXD,What to Watch When Pioneer Natural Resources Reports Q3 Results,https://www.fool.com/investing/2018/11/05/what-to-watch-when-pioneer-natural-resources-repor.aspx
PXD,Is the Oil Sector Overheating Again?,https://www.fool.com/investing/2018/09/01/is-the-oil-sector-overheating-again.aspx
PXD,Pioneer Natural Resources Company (PXD) Q2 2018 Earnings Conference Call Transcript,https://www.fool.com/earnings/call-transcripts/2018/08/08/pioneer-natural-resources-company-pxd-q2-2018-earn.aspx
PXD,Pioneer Natural Resources' Q2 Results Came in a Little Light,https://www.fool.com/investing/2018/08/08/pioneer-natural-resources-2q-results-came-in-a-lit.aspx
PXD,Pioneer Natural Resources Earnings Preview: What to Watch,https://www.fool.com/investing/2018/08/06/pioneer-natural-resources-earnings-preview-what-to.aspx
PXD,Oil Prices: Could Iran Push Crude Back Into the Triple Digits?,https://www.fool.com/investing/2018/07/10/oil-prices-could-iran-push-crude-back-into-the-tri.aspx
PXD,3 Things Pioneer Natural Resources' CEO Wants You to Know About What's Ahead in 2018 and Beyond,https://www.fool.com/investing/2018/05/14/3-things-pioneer-natural-resources-ceo-wants-you-t.aspx
PXD,Pioneer Natural Resources Kept Its Foot Firmly on the Gas in Q1,https://www.fool.com/investing/2018/05/04/pioneer-natural-resources-kept-its-foot-firmly-on.aspx
PXD,3 Growth Stocks That Could Put Facebook's Returns to Shame,https://www.fool.com/investing/2018/03/21/3-growth-stocks-that-could-put-facebooks-returns-t.aspx
PXD,3 Surprising Stocks That Are Cash Flow Growth Machines,https://www.fool.com/investing/2018/03/20/3-surprising-stocks-are-cash-flow-growth-machines.aspx
PXD,4 Things Pioneer Natural Resources' CEO Wants You to Know About Its Future,https://www.fool.com/investing/2018/02/15/4-things-pioneer-natural-resources-ceo-wants-you-t.aspx
PXD,Pioneer Natural Resources Obliterates Expectations,https://www.fool.com/investing/2018/02/07/pioneer-natural-resources-obliterates-expectations.aspx
PXD,3 Things to Watch When Pioneer Natural Resources Reports Fourth-Quarter Results,https://www.fool.com/investing/2018/02/05/3-things-to-watch-when-pioneer-natural-resources-r.aspx
PXD,3 Things Pioneer Natural Resources' CEO Wants You to Know About Its Future,https://www.fool.com/investing/2017/11/20/3-things-pioneer-natural-resources-ceo-wants-you-t.aspx
PXD,"Despite Several Headwinds, Pioneer Natural Resources Smashes Expectations",https://www.fool.com/investing/2017/11/02/despite-several-headwinds-pioneer-natural-resource.aspx
PXD,Should Pioneer Natural Resources Investors Brace Themselves for Another Bombshell This Quarter?,https://www.fool.com/investing/2017/10/31/should-pioneer-natural-resources-investors-brace-t.aspx
PXD,5 Companies Primed to Profit From This $3.3 Trillion Energy Prize,https://www.fool.com/investing/2017/09/30/5-companies-primed-to-profit-from-this-33-trillion.aspx
PXD,This Oil Tycoon Thinks the U.S. Government's Oil Predictions Are Overly Optimistic,https://www.fool.com/investing/2017/09/25/this-oil-tycoon-thinks-the-us-governments-oil-pred.aspx
